title,text
book_Blubberina,"ISBN-13: 9780590428880.
ISBN-10: 0590428888.
Title: Blubberina.
Subtitle: .
Authors: Jahnna N. Malcolm.
Categories: Ballet.
Thumbnail: http://books.google.com/books/content?id=isdFgD0YTxYC&printsec=frontcover&img=1&zoom=1&source=gbs_api.
Description: Because of her plumpness, Gwen is not allowed to go up on pointe and the Bunheads have begun calling her ""Blubberina,"" so the girls mobilize to help Gwen lose that extra weight and get her toe shoes..
Published Year: 1989.
Average Rating: 3.4.
Number of Pages: 135.
Ratings Count: 13.
"
