title,text
book_Slammerkin,"ISBN-13: 9780156007474.
ISBN-10: 0156007479.
Title: Slammerkin.
Subtitle: .
Authors: Emma Donoghue.
Categories: Fiction.
Thumbnail: http://books.google.com/books/content?id=lBqtXFaePX4C&printsec=frontcover&img=1&zoom=1&source=gbs_api.
Description: Drawn into prostitution in mid-1700s London at an early age because of her dreams for a more affluent lifestyle, Mary Saunders takes refuge as a seamstress in the middle-class household of Mrs. Jones but mistakenly comes to believe that fashionable clothing can enable her to win respect and freedom. Reprint. 50,000 first printing..
Published Year: 2000.
Average Rating: 3.7.
Number of Pages: 410.
Ratings Count: 12262.
"
