title,text
book_Nausicaä_of_the_Valley_of_the_Wind,"ISBN-13: 9781591163558.
ISBN-10: 1591163552.
Title: Nausicaä of the Valley of the Wind.
Subtitle: .
Authors: Hayao Miyazaki.
Categories: Comics & Graphic Novels.
Thumbnail: .
Description: Now, Princess Nausicaä and the God Warrior, a biotechnological abomination of the war known as the Seven Days of Fire, embark on a journey to the Crypt of Shuwa to seal away the terrible weaponry hidden within. But everyone seems to be conspiring to prevent Nausicaä from carrying out her mission, even the guardian of the crypt himself!.
Published Year: 2004.
Average Rating: 4.61.
Number of Pages: 223.
Ratings Count: 1637.
"
