title,text
book_Things_Fall_Apart,"ISBN-13: 9780130235015.
ISBN-10: 0130235016.
Title: Things Fall Apart.
Subtitle: An Adapted Classic.
Authors: Chinua Achebe;Sandra Widner.
Categories: Igbo (African people).
Thumbnail: .
Description: [This book is] a simple story of a ""strong man"" whose life is dominated by fear and anger ... Uniquely ... African, at the same time it reveals [the author's] ... awareness of the human qualities common to men of all times and places.-Back cover..
Published Year: 2000.
Average Rating: 3.64.
Number of Pages: 113.
Ratings Count: 40.
"
