title,text
book_Dionysiac_Poetics_and_Euripides'_Bacchae,"ISBN-13: 9780691015972.
ISBN-10: 069101597X.
Title: Dionysiac Poetics and Euripides' Bacchae.
Subtitle: .
Authors: Charles Segal.
Categories: Literary Criticism.
Thumbnail: http://books.google.com/books/content?id=ClJYo5FOFLIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api.
Description: Includes afterword (p. 349-393) by the author: Dionysus and the Bacchae in the light of recent scholarship..
Published Year: 1997.
Average Rating: 4.62.
Number of Pages: 440.
Ratings Count: 12.
"
