title,text
book_Understanding_Physics,"ISBN-13: 9780880292511.
ISBN-10: 0880292512.
Title: Understanding Physics.
Subtitle: .
Authors: Isaac Asimov.
Categories: Physics.
Thumbnail: http://books.google.com/books/content?id=pSKvaLV6zkcC&printsec=frontcover&img=1&zoom=1&source=gbs_api.
Description: Motion, Sound, and Heat..
Published Year: 1988.
Average Rating: 4.13.
Number of Pages: 833.
Ratings Count: 818.
"
