title,text
"book_Breath,_Eyes,_Memory","ISBN-13: 9780375705045.
ISBN-10: 037570504X.
Title: Breath, Eyes, Memory.
Subtitle: .
Authors: Edwidge Danticat.
Categories: Fiction.
Thumbnail: http://books.google.com/books/content?id=p59DpQ14VEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api.
Description: Oprah's Book Club..
Published Year: 1998.
Average Rating: 3.87.
Number of Pages: 234.
Ratings Count: 24348.
"
